SR NO,GROUP,SYMBOL,DESCRIPTION,LP,DIGITS,Benchmark,Core Spread,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P51,P52,P53,P54,P55,P56,P57,P59,P60,P62,P63,P64,P65,P66,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103
21,ForexMinors,, Swiss Frank vs Japense Yen,CMC,3,0.016,0.016,0.016,0.017,0.017,0.046,0.058,0.071,0.083,0.093,0.156,0.046,0.156,0.093,0.016,0.058,0.046,0.312,0.046,0.017,0.046,0.071,0.071,0.046,0.156,0.156,0.058,0.046,0.058,0.093,0.071,0.058,0.093,0.016,0.046,0.093,0.058,0.058,0.093,0.046,0.083,0.083,0.017,0.046,0.071,0.017,0.046,0.083,0.071,0.016,0.093,0.017,0.156,0.071,0.058,0.017,0.017,0.058,0.071,0.046,0.058,0.071,0.058,0.058,0.046,0.058,0.156,0.071,0.017,0.071,0.058,0.016,0.156,0.046,0.058,0.071,0.156,0.016,0.046,0.046,0.046,0.046,0.046,0.058,0.046,0.058,0.083,0.071,0.156,0.017,0.017,0.058,0.046,0.071,0.058,0.046,0.046
22,ForexMinors,EURAUD, Euro vs Australian Dollar,CMC,5,0.00009,0.00009,0.00009,0.00011,0.00012,0.00051,0.00066,0.00081,0.00096,0.00111,0.00188,0.00051,0.00188,0.00111,0.00009,0.00066,0.00051,0.00376,0.00051,0.00012,0.00051,0.00081,0.00081,0.00051,0.00188,0.00188,0.00066,0.00051,0.00066,0.00111,0.00081,0.00066,0.00111,0.00009,0.00051,0.00111,0.00066,0.00066,0.00111,0.00051,0.00096,0.00096,0.00012,0.00051,0.00081,0.00011,0.00051,0.00096,0.00081,0.00009,0.00111,0.00011,0.00188,0.00081,0.00066,0.00012,0.00012,0.00066,0.00081,0.00051,0.00066,0.00081,0.00066,0.00066,0.00051,0.00066,0.00188,0.00081,0.00012,0.00081,0.00066,0.00009,0.00188,0.00051,0.00066,0.00081,0.00188,0.00009,0.00051,0.00051,0.00051,0.00051,0.00051,0.00066,0.00051,0.00066,0.00096,0.00081,0.00188,0.00012,0.00012,0.00066,0.00051,0.00081,0.00066,0.00051,0.00051
23,ForexMinors,EURCAD, Euro vs Canadian Dollar,CMC,5,0.00014,0.00014,0.00014,0.00017,0.00022,0.00077,0.00087,0.00097,0.00107,0.00117,0.00167,0.00077,0.00167,0.00117,0.00014,0.00087,0.00077,0.00334,0.00077,0.00022,0.00077,0.00097,0.00097,0.00077,0.00167,0.00167,0.00087,0.00077,0.00087,0.00117,0.00097,0.00087,0.00117,0.00014,0.00077,0.00117,0.00087,0.00087,0.00117,0.00077,0.00107,0.00107,0.00022,0.00077,0.00097,0.00017,0.00077,0.00107,0.00097,0.00014,0.00117,0.00017,0.00167,0.00097,0.00087,0.00022,0.00022,0.00087,0.00097,0.00077,0.00087,0.00097,0.00087,0.00087,0.00077,0.00087,0.00167,0.00097,0.00022,0.00097,0.00087,0.00014,0.00167,0.00077,0.00087,0.00097,0.00167,0.00014,0.00077,0.00077,0.00077,0.00077,0.00077,0.00087,0.00077,0.00087,0.00107,0.00097,0.00167,0.00022,0.00022,0.00087,0.00077,0.00097,0.00087,0.00077,0.00077
24,ForexMinors,EURNZD, Euro vs New Zealand Dollar,CMC,5,0.00034,0.00034,0.00034,0.00037,0.00045,0.00071,0.00089,0.00116,0.00134,0.00152,0.00242,0.00071,0.00242,0.00152,0.00034,0.00089,0.00071,0.00484,0.00071,0.00045,0.00071,0.00116,0.00116,0.00071,0.00242,0.00242,0.00089,0.00071,0.00089,0.00152,0.00116,0.00089,0.00152,0.00034,0.00071,0.00152,0.00089,0.00089,0.00152,0.00071,0.00134,0.00134,0.00045,0.00071,0.00116,0.00037,0.00071,0.00134,0.00116,0.00034,0.00152,0.00037,0.00242,0.00116,0.00089,0.00045,0.00045,0.00089,0.00116,0.00071,0.00089,0.00116,0.00089,0.00089,0.00071,0.00089,0.00242,0.00116,0.00045,0.00116,0.00089,0.00034,0.00242,0.00071,0.00089,0.00116,0.00242,0.00034,0.00071,0.00071,0.00071,0.00071,0.00071,0.00089,0.00071,0.00089,0.00134,0.00116,0.00242,0.00045,0.00045,0.00089,0.00071,0.00116,0.00089,0.00071,0.00071
25,ForexMinors,GBPAUD, British Pound Sterling vs Australian Dollar,CMC,5,0.00015,0.00015,0.00015,0.00017,0.00019,0.0005,0.00065,0.0008,0.00095,0.0011,0.00187,0.0005,0.00187,0.0011,0.00015,0.00065,0.0005,0.00374,0.0005,0.00019,0.0005,0.0008,0.0008,0.0005,0.00187,0.00187,0.00065,0.0005,0.00065,0.0011,0.0008,0.00065,0.0011,0.00015,0.0005,0.0011,0.00065,0.00065,0.0011,0.0005,0.00095,0.00095,0.00019,0.0005,0.0008,0.00017,0.0005,0.00095,0.0008,0.00015,0.0011,0.00017,0.00187,0.0008,0.00065,0.00019,0.00019,0.00065,0.0008,0.0005,0.00065,0.0008,0.00065,0.00065,0.0005,0.00065,0.00187,0.0008,0.00019,0.0008,0.00065,0.00015,0.00187,0.0005,0.00065,0.0008,0.00187,0.00015,0.0005,0.0005,0.0005,0.0005,0.0005,0.00065,0.0005,0.00065,0.00095,0.0008,0.00187,0.00019,0.00019,0.00065,0.0005,0.0008,0.00065,0.0005,0.0005
26,ForexMinors,GBPCAD, British Pound Sterling vs Canadian Dollar,CMC,5,0.00017,0.00017,0.00017,0.00022,0.00027,0.00064,0.00074,0.00084,0.00094,0.00104,0.00154,0.00064,0.00154,0.00104,0.00017,0.00074,0.00064,0.00308,0.00064,0.00027,0.00064,0.00084,0.00084,0.00064,0.00154,0.00154,0.00074,0.00064,0.00074,0.00104,0.00084,0.00074,0.00104,0.00017,0.00064,0.00104,0.00074,0.00074,0.00104,0.00064,0.00094,0.00094,0.00027,0.00064,0.00084,0.00022,0.00064,0.00094,0.00084,0.00017,0.00104,0.00022,0.00154,0.00084,0.00074,0.00027,0.00027,0.00074,0.00084,0.00064,0.00074,0.00084,0.00074,0.00074,0.00064,0.00074,0.00154,0.00084,0.00027,0.00084,0.00074,0.00017,0.00154,0.00064,0.00074,0.00084,0.00154,0.00017,0.00064,0.00064,0.00064,0.00064,0.00064,0.00074,0.00064,0.00074,0.00094,0.00084,0.00154,0.00027,0.00027,0.00074,0.00064,0.00084,0.00074,0.00064,0.00064
27,ForexMinors,GBPCHF, British Pound Sterling vs Swiss Franc,CMC,5,0.00016,0.00016,0.00016,0.00017,0.00018,0.00045,0.00055,0.00065,0.00075,0.00085,0.00135,0.00045,0.00135,0.00085,0.00016,0.00055,0.00045,0.0027,0.00045,0.00018,0.00045,0.00065,0.00065,0.00045,0.00135,0.00135,0.00055,0.00045,0.00055,0.00085,0.00065,0.00055,0.00085,0.00016,0.00045,0.00085,0.00055,0.00055,0.00085,0.00045,0.00075,0.00075,0.00018,0.00045,0.00065,0.00017,0.00045,0.00075,0.00065,0.00016,0.00085,0.00017,0.00135,0.00065,0.00055,0.00018,0.00018,0.00055,0.00065,0.00045,0.00055,0.00065,0.00055,0.00055,0.00045,0.00055,0.00135,0.00065,0.00018,0.00065,0.00055,0.00016,0.00135,0.00045,0.00055,0.00065,0.00135,0.00016,0.00045,0.00045,0.00045,0.00045,0.00045,0.00055,0.00045,0.00055,0.00075,0.00065,0.00135,0.00018,0.00018,0.00055,0.00045,0.00065,0.00055,0.00045,0.00045
28,ForexMinors,GBPJPY, British Pound Sterling vs Japanse Yen,CMC,3,0.021,0.012,0.049,0.052,0.055,0.062,0.074,0.094,0.107,0.119,0.182,0.062,0.182,0.119,0.049,0.074,0.062,0.364,0.062,0.055,0.062,0.094,0.094,0.062,0.182,0.182,0.074,0.062,0.074,0.119,0.094,0.074,0.119,0.049,0.062,0.119,0.074,0.074,0.119,0.062,0.107,0.107,0.055,0.062,0.094,0.052,0.062,0.107,0.094,0.049,0.119,0.052,0.182,0.094,0.074,0.055,0.055,0.074,0.094,0.062,0.074,0.094,0.074,0.074,0.062,0.074,0.182,0.094,0.055,0.094,0.074,0.049,0.182,0.062,0.074,0.094,0.182,0.049,0.062,0.062,0.062,0.062,0.062,0.074,0.062,0.074,0.107,0.094,0.182,0.055,0.055,0.074,0.062,0.094,0.074,0.062,0.062
29,ForexMinors,GBPNZD, British Pound Sterling vs New Zealand Dollar,CMC,5,0.00026,0.00026,0.00026,0.00031,0.00038,0.00091,0.00109,0.00127,0.00145,0.00163,0.00255,0.00091,0.00255,0.00163,0.00026,0.00109,0.00091,0.0051,0.00091,0.00038,0.00091,0.00127,0.00127,0.00091,0.00255,0.00255,0.00109,0.00091,0.00109,0.00163,0.00127,0.00109,0.00163,0.00026,0.00091,0.00163,0.00109,0.00109,0.00163,0.00091,0.00145,0.00145,0.00038,0.00091,0.00127,0.00031,0.00091,0.00145,0.00127,0.00026,0.00163,0.00031,0.00255,0.00127,0.00109,0.00038,0.00038,0.00109,0.00127,0.00091,0.00109,0.00127,0.00109,0.00109,0.00091,0.00109,0.00255,0.00127,0.00038,0.00127,0.00109,0.00026,0.00255,0.00091,0.00109,0.00127,0.00255,0.00026,0.00091,0.00091,0.00091,0.00091,0.00091,0.00109,0.00091,0.00109,0.00145,0.00127,0.00255,0.00038,0.00038,0.00109,0.00091,0.00127,0.00109,0.00091,0.00091
30,ForexMinors,NZDCAD, New Zealand Dollar vs Canadian Dollar,CMC,5,0.00019,0.00019,0.00019,0.00024,0.00029,0.00066,0.00076,0.00086,0.00096,0.00106,0.00155,0.00066,0.00155,0.00106,0.00019,0.00076,0.00066,0.0031,0.00066,0.00029,0.00066,0.00086,0.00086,0.00066,0.00155,0.00155,0.00076,0.00066,0.00076,0.00106,0.00086,0.00076,0.00106,0.00019,0.00066,0.00106,0.00076,0.00076,0.00106,0.00066,0.00096,0.00096,0.00029,0.00066,0.00086,0.00024,0.00066,0.00096,0.00086,0.00019,0.00106,0.00024,0.00155,0.00086,0.00076,0.00029,0.00029,0.00076,0.00086,0.00066,0.00076,0.00086,0.00076,0.00076,0.00066,0.00076,0.00155,0.00086,0.00029,0.00086,0.00076,0.00019,0.00155,0.00066,0.00076,0.00086,0.00155,0.00019,0.00066,0.00066,0.00066,0.00066,0.00066,0.00076,0.00066,0.00076,0.00096,0.00086,0.00155,0.00029,0.00029,0.00076,0.00066,0.00086,0.00076,0.00066,0.00066
31,ForexMinors,NZDCHF, New Zealand Dollar vs Swiss Franc,CMC,5,0.00014,0.00014,0.00014,0.00017,0.00021,0.00045,0.00055,0.00065,0.00075,0.00085,0.00135,0.00045,0.00135,0.00085,0.00014,0.00055,0.00045,0.0027,0.00045,0.00021,0.00045,0.00065,0.00065,0.00045,0.00135,0.00135,0.00055,0.00045,0.00055,0.00085,0.00065,0.00055,0.00085,0.00014,0.00045,0.00085,0.00055,0.00055,0.00085,0.00045,0.00075,0.00075,0.00021,0.00045,0.00065,0.00017,0.00045,0.00075,0.00065,0.00014,0.00085,0.00017,0.00135,0.00065,0.00055,0.00021,0.00021,0.00055,0.00065,0.00045,0.00055,0.00065,0.00055,0.00055,0.00045,0.00055,0.00135,0.00065,0.00021,0.00065,0.00055,0.00014,0.00135,0.00045,0.00055,0.00065,0.00135,0.00014,0.00045,0.00045,0.00045,0.00045,0.00045,0.00055,0.00045,0.00055,0.00075,0.00065,0.00135,0.00021,0.00021,0.00055,0.00045,0.00065,0.00055,0.00045,0.00045
32,ForexMinors,NZDJPY, New Zealand Dollar vs Japanese Yen,CMC,3,0.012,0.012,0.012,0.016,0.021,0.042,0.055,0.067,0.08,0.092,0.155,0.042,0.155,0.092,0.012,0.055,0.042,0.31,0.042,0.021,0.042,0.067,0.067,0.042,0.155,0.155,0.055,0.042,0.055,0.092,0.067,0.055,0.092,0.012,0.042,0.092,0.055,0.055,0.092,0.042,0.08,0.08,0.021,0.042,0.067,0.016,0.042,0.08,0.067,0.012,0.092,0.016,0.155,0.067,0.055,0.021,0.021,0.055,0.067,0.042,0.055,0.067,0.055,0.055,0.042,0.055,0.155,0.067,0.021,0.067,0.055,0.012,0.155,0.042,0.055,0.067,0.155,0.012,0.042,0.042,0.042,0.042,0.042,0.055,0.042,0.055,0.08,0.067,0.155,0.021,0.021,0.055,0.042,0.067,0.055,0.042,0.042
33,ForexForward,INRUSD_AUG23, INR\/USD Aug 2023 : Expiry 28th Aug 2023 at 06:35 GMT,CMC,6,0.00001,0.00001,0.000015,0.00002,0.000025,0.000035,0.000045,0.000055,0.000065,0.000075,0.000125,0.000035,0.000125,0.000075,0.000015,0.000045,0.000035,0.00025,0.000035,0.000025,0.000035,0.000055,0.000055,0.000035,0.000125,0.000125,0.000045,0.000035,0.000045,0.000075,0.000055,0.000045,0.000075,0.000015,0.000035,0.000075,0.000045,0.000045,0.000075,0.000035,0.000065,0.000065,0.000025,0.000035,0.000055,0.00002,0.000035,0.000065,0.000055,0.000015,0.000075,0.00002,0.000125,0.000055,0.000045,0.000025,0.000025,0.000045,0.000055,0.000035,0.000045,0.000055,0.000045,0.000045,0.000035,0.000045,0.000125,0.000055,0.000025,0.000055,0.000045,0.000015,0.000125,0.000035,0.000045,0.000055,0.000125,0.000015,0.000035,0.000035,0.000035,0.000035,0.000035,0.000045,0.000035,0.000045,0.000065,0.000055,0.000125,0.000025,0.000025,0.000045,0.000035,0.000055,0.000045,0.000035,0.000035
34,ForexForward,INRUSD_JUL23, INR\/USD July 2023 : Expiry 26th Jul 2023 at 06:35 GMT,CMC,6,0.00001,0.00001,0.000015,0.00002,0.000025,0.000035,0.000043,0.000055,0.000065,0.000075,0.000125,0.000035,0.000125,0.000075,0.000015,0.000043,0.000035,0.00025,0.000035,0.000025,0.000035,0.000055,0.000055,0.000035,0.000125,0.000125,0.000043,0.000035,0.000043,0.000075,0.000055,0.000043,0.000075,0.000015,0.000035,0.000075,0.000043,0.000043,0.000075,0.000035,0.000065,0.000065,0.000025,0.000035,0.000055,0.00002,0.000035,0.000065,0.000055,0.000015,0.000075,0.00002,0.000125,0.000055,0.000043,0.000025,0.000025,0.000043,0.000055,0.000035,0.000043,0.000055,0.000043,0.000043,0.000035,0.000043,0.000125,0.000055,0.000025,0.000055,0.000043,0.000015,0.000125,0.000035,0.000043,0.000055,0.000125,0.000015,0.000035,0.000035,0.000035,0.000035,0.000035,0.000043,0.000035,0.000043,0.000065,0.000055,0.000125,0.000025,0.000025,0.000043,0.000035,0.000055,0.000043,0.000035,0.000035
35,FxExotics,EURMXN, Euro vs Mexican Peso,CMC,4,0.023,0.0067,0.0067,0.0239,0.0263,0.0276,0.029,0.035,0.042,0.05,0.075,0.0276,0.075,0.05,0.0067,0.029,0.0276,1.3794,0.0276,0.0263,0.0276,0.035,0.035,0.0276,0.075,0.075,0.029,0.0276,0.029,0.05,0.035,0.029,0.05,0.0067,0.0276,0.05,0.029,0.029,0.05,0.0276,0.042,0.042,0.0263,0.0276,0.035,0.0239,0.0276,0.042,0.035,0.0067,0.05,0.0239,0.075,0.035,0.029,0.0263,0.0263,0.029,0.035,0.0276,0.029,0.035,0.029,0.029,0.0276,0.029,0.075,0.035,0.0263,0.035,0.029,0.0067,0.075,0.0276,0.029,0.035,0.075,0.0067,0.0276,0.0276,0.0276,0.0276,0.0276,0.029,0.0276,0.029,0.042,0.035,0.075,0.0263,0.0263,0.029,0.0276,0.035,0.029,0.0276,0.0276
36,FxExotics,HKDUSD, Hong Kong Dollar Vs United States Dollar,CMC,6,0.00005,0.000004,0.00005,0.000075,0.0001,0.0003,0.0005,0.0007,0.001,0.0013,0.0018,0.0003,0.0018,0.0013,0.00005,0.0005,0.0003,0.035928,0.0003,0.0001,0.0003,0.0007,0.0007,0.0003,0.0018,0.0018,0.0005,0.0003,0.0005,0.0013,0.0007,0.0005,0.0013,0.00005,0.0003,0.0013,0.0005,0.0005,0.0013,0.0003,0.001,0.001,0.0001,0.0003,0.0007,0.000075,0.0003,0.001,0.0007,0.00005,0.0013,0.000075,0.0018,0.0007,0.0005,0.0001,0.0001,0.0005,0.0007,0.0003,0.0005,0.0007,0.0005,0.0005,0.0003,0.0005,0.0018,0.0007,0.0001,0.0007,0.0005,0.00005,0.0018,0.0003,0.0005,0.0007,0.0018,0.00005,0.0003,0.0003,0.0003,0.0003,0.0003,0.0005,0.0003,0.0005,0.001,0.0007,0.0018,0.0001,0.0001,0.0005,0.0003,0.0007,0.0005,0.0003,0.0003
37,FxExotics,MXNJPY, Mexican Peso vs Japense Yen,CMC,4,0.0026,0.0026,0.0026,0.016,0.0187,0.0227,0.0282,0.0337,0.0432,0.0632,0.0832,0.0227,0.0832,0.0632,0.0026,0.0282,0.0227,1.6172,0.0227,0.0187,0.0227,0.0337,0.0337,0.0227,0.0832,0.0832,0.0282,0.0227,0.0282,0.0632,0.0337,0.0282,0.0632,0.0026,0.0227,0.0632,0.0282,0.0282,0.0632,0.0227,0.0432,0.0432,0.0187,0.0227,0.0337,0.016,0.0227,0.0432,0.0337,0.0026,0.0632,0.016,0.0832,0.0337,0.0282,0.0187,0.0187,0.0282,0.0337,0.0227,0.0282,0.0337,0.0282,0.0282,0.0227,0.0282,0.0832,0.0337,0.0187,0.0337,0.0282,0.0026,0.0832,0.0227,0.0282,0.0337,0.0832,0.0026,0.0227,0.0227,0.0227,0.0227,0.0227,0.0282,0.0227,0.0282,0.0432,0.0337,0.0832,0.0187,0.0187,0.0282,0.0227,0.0337,0.0282,0.0227,0.0227
38,FxExotics,USDHKD, United States Dollar vs Hong Kong Dollar,CMC,5,0.0005,0.00025,0.0005,0.00075,0.001,0.002,0.004,0.006,0.009,0.012,0.018,0.002,0.018,0.012,0.0005,0.004,0.002,0.3555,0.002,0.001,0.002,0.006,0.006,0.002,0.018,0.018,0.004,0.002,0.004,0.012,0.006,0.004,0.012,0.0005,0.002,0.012,0.004,0.004,0.012,0.002,0.009,0.009,0.001,0.002,0.006,0.00075,0.002,0.009,0.006,0.0005,0.012,0.00075,0.018,0.006,0.004,0.001,0.001,0.004,0.006,0.002,0.004,0.006,0.004,0.004,0.002,0.004,0.018,0.006,0.001,0.006,0.004,0.0005,0.018,0.002,0.004,0.006,0.018,0.0005,0.002,0.002,0.002,0.002,0.002,0.004,0.002,0.004,0.009,0.006,0.018,0.001,0.001,0.004,0.002,0.006,0.004,0.002,0.002
39,FxExotics,USDMXN, United States Dollar vs Mexican Peso,CMC,5,0.01467,0.005,0.005,0.01477,0.01487,0.01497,0.01507,0.01517,0.01567,0.016,0.0181,0.01497,0.0181,0.016,0.005,0.01507,0.01497,0.272,0.01497,0.01487,0.01497,0.01517,0.01517,0.01497,0.0181,0.0181,0.01507,0.01497,0.01507,0.016,0.01517,0.01507,0.016,0.005,0.01497,0.016,0.01507,0.01507,0.016,0.01497,0.01567,0.01567,0.01487,0.01497,0.01517,0.01477,0.01497,0.01567,0.01517,0.005,0.016,0.01477,0.0181,0.01517,0.01507,0.01487,0.01487,0.01507,0.01517,0.01497,0.01507,0.01517,0.01507,0.01507,0.01497,0.01507,0.0181,0.01517,0.01487,0.01517,0.01507,0.005,0.0181,0.01497,0.01507,0.01517,0.0181,0.005,0.01497,0.01497,0.01497,0.01497,0.01497,0.01507,0.01497,0.01507,0.01567,0.01517,0.0181,0.01487,0.01487,0.01507,0.01497,0.01517,0.01507,0.01497,0.01497
40,FxExotics,USDTRY, United States Dollar vs Turkish Lira,CMC,5,0.01967,0.0105,0.01967,0.02467,0.03167,0.01977,0.01987,0.01997,0.02007,0.02017,0.02067,0.01977,0.02067,0.02017,0.01967,0.01987,0.01977,0.2244,0.01977,0.03167,0.01977,0.01997,0.01997,0.01977,0.02067,0.02067,0.01987,0.01977,0.01987,0.02017,0.01997,0.01987,0.02017,0.01967,0.01977,0.02017,0.01987,0.01987,0.02017,0.01977,0.02007,0.02007,0.03167,0.01977,0.01997,0.02467,0.01977,0.02007,0.01997,0.01967,0.02017,0.02467,0.02067,0.01997,0.01987,0.03167,0.03167,0.01987,0.01997,0.01977,0.01987,0.01997,0.01987,0.01987,0.01977,0.01987,0.02067,0.01997,0.03167,0.01997,0.01987,0.01967,0.02067,0.01977,0.01987,0.01997,0.02067,0.01967,0.01977,0.01977,0.01977,0.01977,0.01977,0.01987,0.01977,0.01987,0.02007,0.01997,0.02067,0.03167,0.03167,0.01987,0.01977,0.01997,0.01987,0.01977,0.01977
41,FxExotics,ZARUSD, South African Rand vs United States Dollar,CMC,6,0.000077,0.000022,0.000057,0.000091,0.000119,0.00014,0.000168,0.000308,0.000448,0.0007,0.00105,0.00014,0.00105,0.0007,0.000057,0.000168,0.00014,0.020604,0.00014,0.000119,0.00014,0.000308,0.000308,0.00014,0.00105,0.00105,0.000168,0.00014,0.000168,0.0007,0.000308,0.000168,0.0007,0.000057,0.00014,0.0007,0.000168,0.000168,0.0007,0.00014,0.000448,0.000448,0.000119,0.00014,0.000308,0.000091,0.00014,0.000448,0.000308,0.000057,0.0007,0.000091,0.00105,0.000308,0.000168,0.000119,0.000119,0.000168,0.000308,0.00014,0.000168,0.000308,0.000168,0.000168,0.00014,0.000168,0.00105,0.000308,0.000119,0.000308,0.000168,0.000057,0.00105,0.00014,0.000168,0.000308,0.00105,0.000057,0.00014,0.00014,0.00014,0.00014,0.00014,0.000168,0.00014,0.000168,0.000448,0.000308,0.00105,0.000119,0.000119,0.000168,0.00014,0.000308,0.000168,0.00014,0.00014
42,Energy,BRENTOIL_CASH, Crude Oil Brent - Cash,CMC,3,0.015,0.015,0.033,0.038,0.043,0.043,0.053,0.063,0.073,0.083,0.133,0.043,0.133,0.083,0.033,0.053,0.043,0.266,0.043,0.043,0.043,0.063,0.063,0.043,0.133,0.133,0.053,0.043,0.053,0.083,0.063,0.053,0.083,0.033,0.043,0.083,0.053,0.053,0.083,0.043,0.073,0.073,0.043,0.043,0.063,0.043,0.043,0.073,0.063,0.033,0.083,0.038,0.133,0.063,0.053,0.043,0.043,0.053,0.063,0.043,0.053,0.063,0.053,0.053,0.043,0.053,0.133,0.063,0.043,0.063,0.053,0.033,0.133,0.043,0.053,0.063,0.133,0.033,0.043,0.043,0.043,0.043,0.043,0.053,0.043,0.053,0.073,0.063,0.08,0.043,0.043,0.053,0.033,0.063,0.053,0.043,0.043
43,Energy,BRENTOIL_DEC23, Crude Oil Brent - DEC 2023 Expiry: 27th Oct 2023 at 18:30 GMT,CMC,3,0.025,0.025,0.025,0.03,0.04,0.051,0.061,0.071,0.081,0.091,0.141,0.051,0.141,0.091,0.025,0.061,0.051,0.282,0.051,0.04,0.051,0.071,0.071,0.051,0.141,0.141,0.061,0.051,0.061,0.091,0.071,0.061,0.091,0.025,0.051,0.091,0.061,0.061,0.091,0.051,0.081,0.081,0.04,0.051,0.071,0.04,0.051,0.081,0.071,0.025,0.091,0.03,0.141,0.071,0.061,0.04,0.04,0.061,0.071,0.051,0.061,0.071,0.061,0.061,0.051,0.061,0.141,0.071,0.04,0.071,0.061,0.025,0.141,0.051,0.061,0.071,0.141,0.025,0.051,0.051,0.051,0.051,0.051,0.061,0.051,0.061,0.081,0.071,0.08,0.04,0.04,0.061,0.025,0.071,0.061,0.051,0.051
44,Energy,BRENTOIL_NOV23, Crude Oil Brent - NOV 2023 Expiry: 27th Sep 2023 at 18:30 GMT,CMC,3,0.025,0.025,0.025,0.03,0.04,0.051,0.061,0.071,0.081,0.091,0.141,0.051,0.141,0.091,0.025,0.061,0.051,0.282,0.051,0.04,0.051,0.071,0.071,0.051,0.141,0.141,0.061,0.051,0.061,0.091,0.071,0.061,0.091,0.025,0.051,0.091,0.061,0.061,0.091,0.051,0.081,0.081,0.04,0.051,0.071,0.04,0.051,0.081,0.071,0.025,0.091,0.03,0.141,0.071,0.061,0.04,0.04,0.061,0.071,0.051,0.061,0.071,0.061,0.061,0.051,0.061,0.141,0.071,0.04,0.071,0.061,0.025,0.141,0.051,0.061,0.071,0.141,0.025,0.051,0.051,0.051,0.051,0.051,0.061,0.051,0.061,0.081,0.071,0.141,0.04,0.04,0.061,0.025,0.071,0.061,0.051,0.051
45,Energy,BRENTOIL_OCT23, Crude Oil Brent - Oct 2023 Expiry: 29th Aug 2023 at 18:30 GMT,CMC,3,0.025,0.025,0.025,0.03,0.04,0.051,0.061,0.071,0.081,0.091,0.141,0.051,0.141,0.091,0.025,0.061,0.051,0.282,0.051,0.04,0.051,0.071,0.071,0.051,0.141,0.141,0.061,0.051,0.061,0.091,0.071,0.061,0.091,0.025,0.051,0.091,0.061,0.061,0.091,0.051,0.081,0.081,0.04,0.051,0.071,0.04,0.051,0.081,0.071,0.025,0.091,0.03,0.141,0.071,0.061,0.04,0.04,0.061,0.071,0.051,0.061,0.071,0.061,0.061,0.051,0.061,0.141,0.071,0.04,0.071,0.061,0.025,0.141,0.051,0.061,0.071,0.141,0.025,0.051,0.051,0.051,0.051,0.051,0.061,0.051,0.061,0.081,0.071,0.141,0.04,0.04,0.061,0.025,0.071,0.061,0.051,0.051
46,Energy,BRENTOIL_SEP23, Crude Oil Brent - Sep 2023 Expiry: 27th Jul 2023 at 18:30 GMT,CMC,3,0.025,0.025,0.025,0.03,0.04,0.051,0.061,0.071,0.081,0.091,0.141,0.051,0.141,0.091,0.025,0.061,0.051,0.282,0.051,0.04,0.051,0.071,0.071,0.051,0.141,0.141,0.061,0.051,0.061,0.091,0.071,0.061,0.091,0.025,0.051,0.091,0.061,0.061,0.091,0.051,0.081,0.081,0.04,0.051,0.071,0.04,0.051,0.081,0.071,0.025,0.091,0.03,0.141,0.071,0.061,0.04,0.04,0.061,0.071,0.051,0.061,0.071,0.061,0.061,0.051,0.061,0.141,0.071,0.04,0.071,0.061,0.025,0.141,0.051,0.061,0.071,0.141,0.025,0.051,0.051,0.051,0.051,0.051,0.061,0.051,0.061,0.081,0.071,0.141,0.04,0.04,0.061,0.025,0.071,0.061,0.051,0.051
47,Energy,GOIL_AUG23, Gasoline - Aug 2023 Expiry: 27th Jul 2023 at 18:30 GMT,CMC,4,0.0021,0.0021,0.0021,0.003,0.0035,0.006,0.007,0.008,0.009,0.01,0.02,0.006,0.02,0.01,0.0021,0.007,0.006,0.04,0.006,0.0035,0.006,0.008,0.008,0.006,0.02,0.02,0.007,0.006,0.007,0.01,0.008,0.007,0.01,0.0021,0.006,0.01,0.007,0.007,0.01,0.006,0.009,0.009,0.0035,0.006,0.008,0.0035,0.006,0.009,0.008,0.0021,0.01,0.003,0.02,0.008,0.007,0.0035,0.0035,0.007,0.008,0.006,0.007,0.008,0.007,0.007,0.006,0.007,0.02,0.008,0.0035,0.008,0.007,0.0021,0.02,0.006,0.007,0.008,0.02,0.0021,0.006,0.006,0.006,0.006,0.006,0.007,0.006,0.007,0.009,0.008,0.02,0.0035,0.0035,0.007,0.006,0.008,0.007,0.006,0.006
